,uri,track,playlist,mood,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,spotify:track:241RmK77gecJ1y7jOoQ5lu,This Will Be (An Everlasting Love),3,upbeat,0.682,0.605,8,-10.771,1,0.0403,0.185,0.0032600000000000003,0.046900000000000004,0.914,125.96
1,spotify:track:3XcuLPQb1LG13ZJEEa6wUI,Build Me Up Buttercup,3,upbeat,0.657,0.423,0,-10.465,1,0.0308,0.361,0,0.31,0.842,133.612
10,spotify:track:22n3sLGqLcaYKiVniC1ZOT,Last One Standing,3,upbeat,0.588,0.5760000000000001,6,-6.945,0,0.0367,0.217,0.0354,0.17200000000000001,0.661,129.157
100,spotify:track:0GO8y8jQk1PkHzS31d699N,Tongue Tied,8,upbeat,0.56,0.936,3,-5.835,1,0.0439,0.00847,0,0.161,0.371,112.96
1000,spotify:track:3CFPJGktOC1KpxwvDjIHfL,UCKERS,13,confident,0.773,0.555,4,-7.169,0,0.058300000000000005,0.0154,0.008140000000000001,0.319,0.501,97.992
1001,spotify:track:0AUvWawuP0ibk4SQ3sIZjk,Daisy,13,confident,0.834,0.663,8,-6.143,1,0.133,0.23500000000000001,0,0.372,0.774,121.876
1002,spotify:track:5hPgSVHlmym45dc0861p8c,thicc,13,confident,0.915,0.5740000000000001,5,-10.423,0,0.463,0.154,1.2999999999999998e-06,0.311,0.583,138.866
1003,spotify:track:60ynsPSSKe6O3sfwRnIBRf,Streets,13,confident,0.749,0.463,11,-8.433,1,0.0828,0.20800000000000002,0.0371,0.337,0.19,90.028
1004,spotify:track:2iRSvggpclrZU49PH3tqtg,Tomboy (feat. Coi Leray),13,confident,0.673,0.679,0,-5.089,0,0.036000000000000004,0.40900000000000003,2.12E-05,0.108,0.447,78.029
1005,spotify:track:06ioYJ99HHjzRk8HrGfkKS,Drugs,13,confident,0.883,0.41500000000000004,6,-8.571,0,0.17400000000000002,0.35000000000000003,0,0.063,0.318,76.986
1006,spotify:track:6o5nwWrt3CRlRaT71Eilum,All About Cake (feat. Coi Leray & Kaash Paige),13,confident,0.916,0.511,1,-4.302,1,0.387,0.193,5.05E-05,0.176,0.516,131.042
1007,spotify:track:0Rb7VLOEfskuXQSBz9QdFQ,Kim (with Yung Baby Tate),13,confident,0.9390000000000001,0.747,5,-3.95,1,0.0951,0.115,1.14E-05,0.105,0.592,127.031
1008,spotify:track:4XUD2CnwseTFwKDlKLqT5j,Bitch From Da Souf,13,confident,0.8200000000000001,0.433,1,-7.251,1,0.242,0.020300000000000002,0,0.169,0.352,150.071
1009,spotify:track:1GcXzijYzyfMq6wryZjYW5,May I,13,confident,0.896,0.78,1,-3.547,1,0.202,0.0828,0,0.0857,0.85,106.032
101,spotify:track:6J2rMSRhgb4HuX6dWgM3nJ,I Melt with You,8,upbeat,0.541,0.81,0,-11.745,1,0.0367,0.000975,0.00158,0.06810000000000001,0.647,155.582
1010,spotify:track:5fgHQws1Cj6KDLQmlqM6lF,Problems,13,confident,0.761,0.554,0,-4.583,1,0.0432,0.226,0.000232,0.181,0.381,145.015
1011,spotify:track:4aarlAfLKVCTxUDNgbwhjH,Cry Baby (feat. DaBaby),13,confident,0.9570000000000001,0.437,11,-7.882,1,0.359,0.00402,0,0.219,0.616,130.058
1012,spotify:track:77o1HdXHm1hLd7Ebe9ygd0,THAT BITCH,13,confident,0.778,0.738,2,-2.164,1,0.218,0.0103,0,0.55,0.626,162.132
1013,spotify:track:4pBhTGnL5N5KqsyqU58jee,I'm not Pretty,13,confident,0.783,0.526,7,-6.478,1,0.261,0.08020000000000001,0,0.066,0.902,75.002
1014,spotify:track:5EzL7hGT9g2Tvqsy158Lu9,Pussy Talk,13,confident,0.9430000000000001,0.641,1,-5.598,1,0.191,0.0016,0,0.211,0.242,99.099
1015,spotify:track:2tigH2DP65aAzAlyAFNoRZ,nuh uh,13,confident,0.923,0.587,1,-2.98,1,0.122,0.047400000000000005,0.0024500000000000004,0.0695,0.5690000000000001,97.996
1016,spotify:track:0BJHFunrXh8e7NFQzi8crG,Murder Party,13,confident,0.709,0.5640000000000001,9,-8.551,0,0.16,0.158,0,0.132,0.486,129.954
1017,spotify:track:1ddKUwm3UuvcMWLLAgOIcX,Fuck Up the Friendship,13,confident,0.745,0.736,1,-5.258,0,0.29,0.14200000000000002,1.1E-05,0.11,0.77,104.008
1018,spotify:track:7MIkwVS7Wm1vYTEoDPsyVS,Traumada,13,confident,0.771,0.5750000000000001,0,-5.178,0,0.0794,0.555,0.008180000000000002,0.105,0.56,84.522
1019,spotify:track:54bFM56PmE4YLRnqpW6Tha,Therefore I Am,13,confident,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009
102,spotify:track:5ihS6UUlyQAfmp48eSkxuQ,Landslide,8,upbeat,0.41400000000000003,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375
1020,spotify:track:3jjBPF4NDMCU51psU8JPpR,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",13,confident,0.88,0.662,0,-5.766,1,0.304,0.20500000000000002,0,0.227,0.726,109.988
1021,spotify:track:7nIPkUEV3HYE7yzXHvGOVB,vicious (feat. Lil Mosey),13,confident,0.6970000000000001,0.74,5,-5.327,0,0.0558,0.0354,0,0.135,0.44,156.127
1022,spotify:track:4v0EzQ3hw2eTPUv5RTkfzA,Sex With Me,13,confident,0.726,0.782,1,-5.592,1,0.06620000000000001,0.08700000000000001,6.2E-06,0.0315,0.683,96.028
1023,spotify:track:3uITKXPDrj2Bqgyb4hT1YO,WOO!,13,confident,0.9530000000000001,0.614,2,-7.328,1,0.0752,0.00717,0.000258,0.0762,0.188,105.019
1024,spotify:track:3hxu1tXtwME8VVAx1zENk5,stfu (i got u),13,confident,0.588,0.646,10,-4.478,1,0.04,0.424,0,0.32,0.423,89.812
1025,spotify:track:2WKJcMeqmjkL4FzFoJszR7,"Do It (feat. Doja Cat, City Girls & Mulatto) [Remix]",13,confident,0.628,0.649,5,-10.171,0,0.202,0.00595,0,0.25,0.47600000000000003,82.907
1026,spotify:track:1qxnmVbl8To9W9BcbTS8yC,PJ,13,confident,0.9590000000000001,0.649,0,-6.535,0,0.21,0.096,0,0.635,0.76,106.996
1027,spotify:track:1o1yoF3LSJVdYAkT60730Z,boys lie,13,confident,0.75,0.551,7,-6.961,0,0.046700000000000005,0.0155,0.00489,0.122,0.421,147.956
1028,spotify:track:3YmgsYX80v0EtBZekgcB6w,BOYSHIT,13,confident,0.638,0.6990000000000001,1,-6.542,1,0.0892,0.020300000000000002,0,0.0879,0.5700000000000001,121.122
1029,spotify:track:52BJrldggFQyTiW8XrILhO,In The Party,13,confident,0.919,0.609,9,-5.059,1,0.262,0.009600000000000001,0,0.124,0.418,134.992
103,spotify:track:6ZapsNk1ZpaebNXAIohP9R,Home,8,upbeat,0.542,0.589,2,-6.623,1,0.0318,0.292,0.000522,0.177,0.137,111.665
1030,spotify:track:0A1hoCfMLkiAgvhWkkucJa,Body,13,confident,0.914,0.732,8,-6.1,0,0.241,0.0166,0,0.107,0.46900000000000003,94.066
1031,spotify:track:6vzLbfskWigBsCzNdB0kfE,Boys Ain't Shit,13,confident,0.8260000000000001,0.615,1,-4.729,0,0.137,0.435,0.0063100000000000005,0.334,0.841,102.999
1032,spotify:track:0xJWNEUYTU5tle6ezjf0gE,Mad At Me.,13,confident,0.735,0.585,0,-5.111,0,0.211,0.0775,7.13E-06,0.09960000000000001,0.447,82.429
1033,spotify:track:4Hpib09wXgD84w4uwTPnYD,Tap In,13,confident,0.9540000000000001,0.6960000000000001,10,-7.117,0,0.20400000000000001,0.00576,0.000498,0.07540000000000001,0.432,100.036
1034,spotify:track:18IzbU4Iy1ktWsOZOJDiD1,Knife Under My Pillow,13,confident,0.562,0.876,0,-4.448,1,0.0463,0.0014700000000000002,0.000678,0.217,0.525,149.971
1035,spotify:track:6fR2c0tL7jGNIFpMIXRrGZ,TUCKITIN,13,confident,0.552,0.276,5,-10.183,0,0.191,0.709,1.66E-05,0.28700000000000003,0.31,146.373
1036,spotify:track:4oST8HiZTBrgJLHBMpbVUW,Psycho,13,confident,0.799,0.496,5,-7.882,0,0.054400000000000004,0.389,0.0506,0.164,0.159,100.011
1037,spotify:track:4FeWr4OsidcJClBjUEBHWI,Savage,13,confident,0.728,0.428,3,-7.368,0,0.046900000000000004,0.869,0,0.1,0.434,98.024
1038,spotify:track:5v4GgrXPMghOnBBLmveLac,Savage Remix (feat. Beyoncé),13,confident,0.8220000000000001,0.743,10,-4.772,0,0.28,0.016,0,0.127,0.636,84.459
1039,spotify:track:3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,13,confident,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455
104,spotify:track:6sPOmDulFtLzfX25zICNrC,Build Me Up Buttercup - Mono,8,upbeat,0.659,0.513,0,-7.186,1,0.029300000000000003,0.315,0,0.28300000000000003,0.855,133.609
1040,spotify:track:1GMG4GCA4HyBFJGuhus2Zq,FUCK IT UP,13,confident,0.843,0.597,8,-4.5969999999999995,0,0.229,0.0128,0,0.101,0.324,72.04
1041,spotify:track:0wqurhSsCxrhRBWC434Sjg,Hard Time,4,confident,0.528,0.661,0,-6.7940000000000005,0,0.047,0.0245,0.000332,0.359,0.297,192.09
1042,spotify:track:606HVBE1aPA81oGg5JMa4M,River,4,confident,0.728,0.49,2,-6.535,0,0.048100000000000004,0.301,2.8E-06,0.0707,0.55,62.514
1043,spotify:track:1aJtyIMev4kW8IMUxOjn1Y,Glitter & Gold,4,confident,0.487,0.626,1,-5.087,1,0.0383,0.34500000000000003,0,0.197,0.352,170.002
1044,spotify:track:4qHSciBVrNNpUlI8TT9CHQ,LUCKY PENNY,4,confident,0.6980000000000001,0.736,2,-5.525,1,0.048100000000000004,0.0664,2.16E-05,0.11900000000000001,0.8220000000000001,127.979
1045,spotify:track:466LASOuTbWDkrwZ3Ylxvv,Beat The Devil's Tattoo,4,confident,0.521,0.921,4,-2.7439999999999998,1,0.038200000000000005,0.42,0.0207,0.17500000000000002,0.707,96.51
1046,spotify:track:4XaButfzRGK9aK8NN28Ie0,Horns,4,confident,0.49,0.753,6,-5.41,1,0.23900000000000002,0.081,2.74E-06,0.268,0.325,156.241
1047,spotify:track:19CIjQnMXx2VptcuTv1CNS,Fistfight,4,confident,0.6970000000000001,0.558,2,-7.085,0,0.041,0.264,0,0.154,0.604,113.189
1048,spotify:track:60DjyiAXyLzZpDjdOWFQEc,The Way I Do,4,confident,0.325,0.607,4,-4.824,0,0.0787,0.0592,1.1799999999999999e-05,0.215,0.132,162.421
1049,spotify:track:3twEx52dboO1CqWu5x1i2h,Fire,4,confident,0.553,0.635,10,-6.06,0,0.029400000000000003,0.20800000000000002,0.000672,0.076,0.45,108.38
105,spotify:track:2nGFzvICaeEWjIrBrL2RAx,Put Your Records On,8,upbeat,0.739,0.511,9,-7.844,1,0.0362,0.167,1.34E-06,0.133,0.542,96.038
1050,spotify:track:0gqxf8wrEkewjmZB7OT4mL,You Worry Me,4,confident,0.665,0.639,2,-7.747,1,0.027600000000000003,0.121,0.327,0.0952,0.642,100.082
1051,spotify:track:3x6QbnhKGxweFWdqDl8289,Blood on Your Knees,4,confident,0.395,0.8200000000000001,2,-3.2560000000000002,1,0.0454,0.0201,0,0.07440000000000001,0.451,83.435
1052,spotify:track:6Mxb9ZguHzhND7GiTkWJiu,Keep It Close,4,confident,0.41000000000000003,0.684,11,-5.391,1,0.032,0.039400000000000004,0.0011200000000000001,0.137,0.636,80.137
1053,spotify:track:7uXwbnpGfGRwlB7CWeC6Aw,Dreamcatchers,4,confident,0.502,0.553,0,-8.009,1,0.0322,0.14300000000000002,0.168,0.198,0.5680000000000001,78.942
1054,spotify:track:0ytikc2Iq4n8DMKhPC0wta,Rage and Romance,4,confident,0.522,0.782,4,-6.171,0,0.037200000000000004,0.008990000000000001,0,0.764,0.584,90.041
1055,spotify:track:59o2b2BGgziNyPx9f3xnhA,Angel of Small Death and the Codeine Scene - Live From Spotify London,4,confident,0.594,0.2,6,-10.472,0,0.062200000000000005,0.928,0,0.673,0.41500000000000004,92.821
1056,spotify:track:3cGblMVSNAG6UgIsro3kQ0,Take The Journey,4,confident,0.5690000000000001,0.675,0,-8.012,0,0.0349,0.115,0.0009649999999999999,0.23600000000000002,0.384,121.705
1057,spotify:track:7iM7Zkf3uFQWE4IbjwYoN0,Power Over Me,4,confident,0.42,0.843,9,-4.231,0,0.121,0.0519,0,0.106,0.491,173.827
1058,spotify:track:7hN5TKSdRb56uytwIpcUES,99 Problems,4,confident,0.529,0.557,9,-7.7620000000000005,1,0.0738,0.0357,3.93E-05,0.0734,0.592,162.599
1059,spotify:track:7aUuoq4oMfLxaLa5GVUDHi,Way down We Go,4,confident,0.59,0.578,10,-5.798,0,0.0528,0.612,0.00016199999999999998,0.08370000000000001,0.264,81.663
106,spotify:track:2id8E4WvczfKHB4LHI7Np3,Edge of Seventeen,8,upbeat,0.59,0.8280000000000001,0,-6.28,1,0.0439,0.277,5.57E-06,0.0868,0.636,111.353
1060,spotify:track:3pUcZ8QeYKlf9f2viDDcDs,No Sugar in My Coffee,4,confident,0.6970000000000001,0.651,8,-5.212,1,0.111,0.581,3.72E-06,0.12,0.39,84.983
1061,spotify:track:3kb72STxc2959ZqsTwu52i,Ain't No Rest for the Wicked,4,confident,0.634,0.849,0,-7.075,1,0.105,0.0438,0,0.363,0.919,156.004
1062,spotify:track:0grFc6klR3hxoHLcgCYsF4,Howlin' for You,4,confident,0.705,0.735,11,-6.646,1,0.0931,0.028,0.07830000000000001,0.112,0.448,132.627
1063,spotify:track:6RFkVsPmrM4pzlDkFswwJl,God's Gonna Cut You Down,4,confident,0.617,0.485,5,-8.227,0,0.115,0.868,3.4399999999999996e-05,0.115,0.845,82.228
1064,spotify:track:0OToXGn66H9YBHxOJgZsR5,Legend,4,confident,0.607,0.739,2,-3.212,1,0.027700000000000002,0.0146,6.989999999999999e-05,0.0694,0.47200000000000003,82.001
1065,spotify:track:1XDLcR3ykWZx7p0UmMoLKp,Troublemaker,4,confident,0.555,0.927,0,-4.167,0,0.0708,0.0015500000000000002,0.028800000000000003,0.209,0.848,156.031
1066,spotify:track:4qVLEVLK2bbNHBKBuE8JZ3,Beside Myself,4,confident,0.673,0.685,9,-6.212,0,0.0591,0.0173,1.57E-06,0.299,0.52,124.048
1067,spotify:track:5GRPAVCMwnUNvIOKzDYYSb,All On My Mind,4,confident,0.584,0.788,0,-4.162,0,0.06910000000000001,0.252,7.59E-06,0.0654,0.364,138.102
1068,spotify:track:7i6r9KotUPQg3ozKKgEPIN,Seven Nation Army,4,confident,0.726,0.463,0,-7.828,1,0.0799,0.00817,0.447,0.255,0.321,123.881
1069,spotify:track:3vCj0QDwcJBJoCteRG1kfh,Indestructible,4,confident,0.672,0.596,2,-6.323,0,0.0352,0.0409,1.46E-06,0.0762,0.789,175.924
107,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,8,upbeat,0.8280000000000001,0.492,0,-9.744,1,0.027600000000000003,0.0644,0.00428,0.128,0.789,120.151
1070,spotify:track:1izpe7cGpYSLWFoQsgjIqz,Garden Dove,4,confident,0.584,0.543,4,-5.391,1,0.027700000000000002,0.27,0.000169,0.0589,0.71,169.11
1071,spotify:track:2tu4dVYXtD9D0hUMEHidp9,Boy Got It Bad (Live with the Charleston City Choir),4,confident,0.6950000000000001,0.481,4,-9.587,0,0.08950000000000001,0.92,0,0.212,0.24,79.977
1072,spotify:track:6FR7CxgunBBN1jYJxsX8uZ,Bad Things,4,confident,0.318,0.586,2,-7.606,0,0.0375,0.383,0,0.145,0.211,80.806
1073,spotify:track:53xIMpFKswj3mqbPuiFJC0,GREAT NIGHT (feat. Shovels & Rope),4,confident,0.453,0.914,1,-3.445,1,0.0825,0.0018000000000000002,0,0.34900000000000003,0.504,129.841
1074,spotify:track:1UWhx0pFZccP4jdCIZsj7U,Arsonist's Lullabye,4,confident,0.463,0.373,6,-10.666,0,0.0362,0.673,0.0745,0.11800000000000001,0.184,64.831
1075,spotify:track:02Msss3kY3GSGgeY8oUGMF,Raise Hell,4,confident,0.542,0.682,6,-6.285,1,0.0284,0.0247,0,0.489,0.758,79.978
1076,spotify:track:75bNIPy58AL7MYYp8cnj4A,Snake Song,4,confident,0.58,0.519,1,-12.858,1,0.037200000000000004,0.546,0.867,0.0959,0.038400000000000004,97.314
1077,spotify:track:5Xx8krVxg1pRy6CXieB7FS,No Good,4,confident,0.378,0.925,9,-3.781,1,0.185,0.0234,0.00062,0.18,0.584,108.525
1078,spotify:track:2Bcu8cmU7qYu3qXLowHQie,"Heartbroken, in Disrepair",4,confident,0.6000000000000001,0.9,5,-8.434,0,0.045700000000000005,0.009250000000000001,0.293,0.269,0.918,77.728
1079,spotify:track:3xgK660fsZH7ZDcOMfIdfB,Jungle,4,confident,0.389,0.748,2,-4.461,1,0.0805,0.000821,0.00058,0.358,0.216,78.056
108,spotify:track:5uzNa0SBGOe5pPnstWHMCt,Come On Eileen,8,upbeat,0.466,0.615,0,-9.102,1,0.0492,0.41300000000000003,0,0.343,0.812,108.016
1080,spotify:track:4wU4XL8nX0we6MXgmFAmnh,Tell That Devil,4,confident,0.579,0.76,2,-3.657,1,0.0627,0.198,0,0.125,0.497,93.992
1081,spotify:track:0fFdsRPjTfioDfWyD3JtFD,White Lines,4,confident,0.512,0.808,2,-5.214,1,0.07740000000000001,0.0115,0,0.10200000000000001,0.579,142.005
1082,spotify:track:3Ozx6IrGdoQyAworJzvBDE,Sleeping on the Blacktop,4,confident,0.5670000000000001,0.311,2,-14.464,0,0.0455,0.8220000000000001,0.23,0.11,0.47800000000000004,83.11
1083,spotify:track:3ZAJJoHHCVGLIoScl26Hf4,Uh Huh,4,confident,0.584,0.81,11,-3.092,1,0.040600000000000004,0.0188,0,0.313,0.5700000000000001,119.859
1084,spotify:track:3IzbjCOjEFWTVADQb7Ws1p,Wrap Me Up,4,confident,0.584,0.76,11,-4.425,0,0.0567,0.179,4.34E-05,0.10400000000000001,0.6940000000000001,131.952
1085,spotify:track:33bIBZTNim7ZxKrhEAXYyu,Right Time,4,confident,0.562,0.639,8,-8.188,1,0.03,0.0785,0.00142,0.35000000000000003,0.514,107.86
1086,spotify:track:6fU7uvo8bvdfWz2ABDEDCO,I Own You,4,confident,0.536,0.7010000000000001,2,-6.114,0,0.0334,0.156,3.37E-05,0.0714,0.341,141.935
1087,spotify:track:4bpQw1KcBa97RYucJaHvNz,Freak,4,confident,0.63,0.45,2,-6.593,0,0.051000000000000004,0.073,0.0273,0.117,0.528,170.047
1088,spotify:track:1djzKW3eYLyzjjHXazEWWh,Movement,4,confident,0.381,0.502,1,-5.505,0,0.0368,0.16,6.98E-05,0.08420000000000001,0.147,144.3
1089,spotify:track:63UtBlg0KZZYueVi6r8DQp,Black Sun,4,confident,0.5760000000000001,0.485,6,-7.335,0,0.0383,0.17500000000000002,0.0006169999999999999,0.0994,0.359,93.716
109,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,Mr. Brightside,8,upbeat,0.356,0.924,1,-3.74,1,0.08080000000000001,0.00101,0,0.09530000000000001,0.232,148.017
1090,spotify:track:1w9ta1CvXlJPRXh6Py2Mto,What Kind Of Man,4,confident,0.313,0.635,11,-4.676,0,0.0431,0.0229,0,0.129,0.224,114.776
1091,spotify:track:6gYdBoY62Za89ripQXMDXZ,Wicked Ones,4,confident,0.587,0.635,5,-5.47,1,0.037700000000000004,0.035300000000000005,0,0.331,0.591,96.519
1092,spotify:track:5lbgaOjchF4QZLdh2gw2Wl,Old Black Magic,4,confident,0.34400000000000003,0.8210000000000001,0,-6.377,1,0.032100000000000004,0.0164,0.000468,0.131,0.761,205.418
1093,spotify:track:7oMfprCkncaMYeT88o9FVR,We Made It,4,confident,0.724,0.746,2,-7.785,1,0.0292,0.0223,0.0346,0.292,0.8190000000000001,107.203
1094,spotify:track:65ZyD8JcEDubHxsfxOVb2K,Low Lays the Devil,4,confident,0.518,0.729,4,-5.231,0,0.11,0.0897,0.463,0.117,0.68,99.952
1095,spotify:track:6Cj9HRikVFdgx2YJADIvcG,Plastic Hamburgers,4,confident,0.634,0.779,9,-6.607,1,0.0361,0.025500000000000002,0.00103,0.342,0.562,82.003
1096,spotify:track:17KeHeGWyRNkbGnZxGBPl7,Retrograde,4,confident,0.459,0.8230000000000001,8,-4.128,1,0.0487,0.019,0,0.109,0.704,90.007
1097,spotify:track:2iQYqdalv245vrCEM4W9N9,NFWMB,4,confident,0.379,0.373,3,-12.176,0,0.0309,0.895,0.0718,0.115,0.352,176.002
1098,spotify:track:54uKUgwc6BkXRIs3YWDAhb,Everybody Walkin' This Land,4,confident,0.705,0.424,7,-8.459,1,0.0412,0.842,0.0050100000000000006,0.20400000000000001,0.357,96.056
1099,spotify:track:69AKDlGXDAIrxHX9dzIPTi,Different Kind Of Love,4,confident,0.5720000000000001,0.879,11,-5.162,0,0.07,0.227,0.0714,0.0738,0.735,124.071
11,spotify:track:6CgsttSWDA2sISZQp1upXK,I Don't Wanna Lie,3,upbeat,0.562,0.8210000000000001,5,-5.082,1,0.027700000000000002,0.30000000000000004,0,0.519,0.893,105.512
110,spotify:track:0BgbobvykXxEvxo2HhCuvM,Banana Pancakes,8,upbeat,0.8140000000000001,0.373,7,-8.017,1,0.116,0.602,1.7E-05,0.0931,0.632,114.548
1100,spotify:track:0tVw6rUAUI0w01PN9FQeyD,Down to the River,4,confident,0.461,0.6950000000000001,6,-6.918,1,0.0601,0.162,4.2999999999999995e-05,0.121,0.771,152.249
1101,spotify:track:5qX4r5vT9bY8xMsiKuZhQn,Get Right Church,4,confident,0.481,0.888,1,-4.986,1,0.0534,0.0146,0.00449,0.09720000000000001,0.593,105.781
1102,spotify:track:2kWowW0k4oFymhkr7LmvzO,Come with Me Now,4,confident,0.654,0.726,10,-3.803,0,0.040100000000000004,0.031100000000000003,6.35E-05,0.0618,0.728,103.987
1103,spotify:track:6UWmNaS12bUJzFBuQB6e7j,Grave Digger,4,confident,0.556,0.436,6,-8.146,0,0.0695,0.034800000000000005,0,0.113,0.372,139.624
1104,spotify:track:7hfi4ZTfV7akmGINh6qYCF,Be,4,confident,0.227,0.798,4,-3.901,0,0.0381,0.0026200000000000004,2.95E-05,0.15,0.17400000000000002,94.533
1105,spotify:track:6ATkdQDvgPt8W06XPjcB8Z,Ain't No Angel,4,confident,0.545,0.776,0,-2.005,1,0.0439,0.281,0.00027,0.195,0.603,76.051
1106,spotify:track:0eImrDDpQTEuHF0NBqmrei,Stomp,4,confident,0.742,0.455,7,-13.778,1,0.0524,0.1,0,0.213,0.401,120.037
1107,spotify:track:3NHyQ388Ac1VieCVVBFJOU,Never Meant to Be,4,confident,0.47600000000000003,0.849,7,-5.031,0,0.0499,0.009170000000000001,0,0.0952,0.439,123.23
1108,spotify:track:0swq2XxTcYZWbwz24AU8kI,Before I Knew What Love Was,4,confident,0.243,0.851,4,-3.516,1,0.062400000000000004,0.182,0.0176,0.294,0.327,163.972
1109,spotify:track:6KmSpuVSuYBvut7zb1e0ys,The Prowl,4,confident,0.384,0.755,8,-5.812,1,0.053700000000000005,0.20600000000000002,0.026600000000000002,0.663,0.595,85.358
111,spotify:track:5E3P9e1hvjyIOlFyqNB5eD,Rich Girl,8,upbeat,0.598,0.643,5,-6.303,1,0.134,0.5,0,0.043500000000000004,0.8230000000000001,167.971
1110,spotify:track:7z8dxDUJs8G4xRZaVMrz9B,Violent Shiver,4,confident,0.278,0.969,1,-5.866,1,0.14,0.0223,0.14300000000000002,0.0748,0.249,164.851
1111,spotify:track:74Rla5TawWSsHc9MvGkZXI,Jesus Blues,4,confident,0.467,0.8300000000000001,8,-8.289,1,0.048600000000000004,0.00638,0.136,0.169,0.406,121.746
1112,spotify:track:5gLr6cmDqa1FI4qhb7sUsw,I Feel Love (Every Million Miles),4,confident,0.404,0.919,4,-6.76,1,0.139,0.0091,0,0.0932,0.20700000000000002,93.92
1113,spotify:track:54d6U1U3Y74mDmJJECZNNQ,Smoke Rising,4,confident,0.5720000000000001,0.735,9,-6.042,1,0.026600000000000002,0.0018300000000000002,0.782,0.0765,0.599,135.173
1114,spotify:track:2BzYdX5VGhnPowrqorZRk7,Troublemaker Doppelgänger,4,confident,0.47000000000000003,0.752,3,-5.356,1,0.0456,0.0152,0.279,0.14400000000000002,0.41300000000000003,155.903
1115,spotify:track:398QU045BgD0nsMgxedVCG,Good Evening,4,confident,0.527,0.606,5,-6.799,1,0.030500000000000003,0.0134,0.00029,0.418,0.267,105.509
1116,spotify:track:4qkRbAJLkfwFGlwfRc1Emx,Midnight Hour,4,confident,0.304,0.42,0,-9.251,0,0.0302,0.00453,0.024800000000000003,0.09050000000000001,0.316,172.01
1117,spotify:track:1gwDIyATjLVi42oBsyUgyJ,Trouble Finds You,4,confident,0.496,0.761,1,-5.651,0,0.0337,0.000297,1.66E-06,0.302,0.355,94.972
1118,spotify:track:7BVRDaghQHyDqtRdjdMTsu,Want,4,confident,0.6910000000000001,0.838,5,-4.435,1,0.0671,0.028200000000000003,1.51E-05,0.0918,0.789,148.039
1119,spotify:track:0HeNDXMTdBDS9eWQkhENJ2,I Know,4,confident,0.545,0.908,0,-6.548,1,0.0512,0.115,0,0.0877,0.391,120.155
112,spotify:track:0TF3F5Lw5apoD1zvR8LikO,Jessie's Girl,8,upbeat,0.687,0.704,2,-7.923,1,0.042300000000000004,0.0745,0,0.09240000000000001,0.843,131.704
1120,spotify:track:7FVTNovDkiTUeqqYZDc7Mq,You Rascal You,4,confident,0.506,0.669,0,-7.976,1,0.34700000000000003,0.447,2.43E-06,0.08700000000000001,0.531,169.962
1121,spotify:track:7gM0JRYTtThuGj7akmaEVE,Rocky,4,confident,0.528,0.879,0,-5.934,1,0.0368,0.0611,0.0009519999999999999,0.112,0.497,89.557
1122,spotify:track:2JiVNVjC8W02EZ9Nmp4rNP,Leadfoot,4,confident,0.34500000000000003,0.852,11,-4.245,1,0.0499,0.00016,0.0165,0.157,0.396,137.089
1123,spotify:track:51EhqjwJH9AmtnQhxVGv1F,Oh No,4,confident,0.259,0.978,8,-3.842,1,0.22,0.000477,0.000314,0.268,0.266,132.97
1124,spotify:track:0d909fyTumkG4JgC7kxTCm,Electric Bones,4,confident,0.592,0.879,1,-4.365,1,0.048100000000000004,0.0009109999999999999,0.00288,0.902,0.671,94.958
1125,spotify:track:30jQJuhVI8riaN1K3TEwFA,My Babe,4,confident,0.621,0.79,4,-4.464,1,0.0884,0.115,1.3199999999999999e-05,0.321,0.9470000000000001,172.102
1126,spotify:track:1kB0EodRXnYykSHZZOPnf6,Trouble In Mind,4,confident,0.554,0.971,2,-4.5809999999999995,1,0.0874,1.88E-05,0.0027800000000000004,0.243,0.376,121.029
1127,spotify:track:7CJHue95J5KJGc6t0jatb5,I Feel Your Love - Director's Cut,4,confident,0.321,0.911,0,-5.29,1,0.060500000000000005,0.008830000000000001,3.65E-06,0.289,0.644,206.227
1128,spotify:track:5EEa9SITrIRlpj5yFn72iO,Long Live,4,confident,0.385,0.839,8,-5.546,0,0.0613,0.056,6.1400000000000005e-06,0.582,0.40800000000000003,163.901
1129,spotify:track:2YCHXHF12UigCNtXsRUoLg,Courage for Love,4,confident,0.273,0.81,11,-4.345,0,0.058100000000000006,0.0007419999999999999,0.0047,0.35000000000000003,0.709,176.992
113,spotify:track:5Wj1rJnCLpMHdLaxsFtJLs,Bennie And The Jets - Remastered 2014,8,upbeat,0.665,0.673,0,-7.95,1,0.049300000000000004,0.259,7.62E-06,0.497,0.779,132.642
