,uri,track,playlist,mood,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
860,spotify:track:59z0L6S0GDNCiliSk3yiX0,Us,12,romantic,0.5730000000000001,0.584,4,-6.574,1,0.047,0.315,1.19E-06,0.109,0.0805,114.841
861,spotify:track:7rPLZ8Krm6CZIbraFUlnWZ,Make You Feel My Love,12,romantic,0.325,0.18,10,-10.647,1,0.031100000000000003,0.91,0.000633,0.113,0.09970000000000001,72.416
862,spotify:track:10QFM1yWDa84ccxsi8BZJi,Sweet Love,12,romantic,0.547,0.328,8,-11.118,1,0.032100000000000004,0.163,0.0926,0.0884,0.186,139.959
863,spotify:track:3aQem4jVGdhtg116TmJnHz,What’s Next,2,confident,0.781,0.594,0,-6.959,0,0.0485,0.013600000000000001,0,0.162,0.06280000000000001,129.895
864,spotify:track:3MK6OsCb4VJGdPxvXjW8Q9,BANKROLL (feat. A$AP Rocky & A$AP Ferg),2,confident,0.784,0.539,7,-8.938,0,0.274,0.0818,0,0.106,0.5760000000000001,149.059
865,spotify:track:527k23H0A4Q0UJN3vGs0Da,After Party,2,confident,0.629,0.6920000000000001,5,-8.045,1,0.0376,0.009810000000000001,0.331,0.603,0.453,162.948
866,spotify:track:0AluA5RNsa4Cx6XRhf2hWZ,10 Freaky Girls (with 21 Savage),2,confident,0.81,0.353,6,-9.931000000000001,0,0.31,0.588,0,0.10200000000000001,0.0727,88.031
867,spotify:track:4KW1lqgSr8TKrvBII0Brf8,Father Stretch My Hands Pt. 1,2,confident,0.724,0.5730000000000001,7,-4.113,1,0.054900000000000004,0.11800000000000001,0,0.538,0.438,113.088
868,spotify:track:3iVcZ5G6tvkXZkZKlMpIUs,Alright,2,confident,0.796,0.766,7,-5.974,1,0.23800000000000002,0.0742,0,0.08270000000000001,0.558,110.034
869,spotify:track:2SAqBLGA283SUiwJ3xOUVI,Laugh Now Cry Later (feat. Lil Durk),2,confident,0.761,0.518,0,-8.871,1,0.134,0.244,3.4699999999999996e-05,0.107,0.522,133.976
87,spotify:track:4uCbetXW9LStYPUjCpBVp9,Son of a Preacher Man,3,upbeat,0.47400000000000003,0.47300000000000003,2,-11.454,1,0.0601,0.545,1.25E-06,0.0356,0.561,77.583
870,spotify:track:0v9Wz8o0BT8DU38R4ddjeH,No Problem (feat. Lil Wayne & 2 Chainz),2,confident,0.652,0.795,11,-5.192,0,0.17400000000000002,0.156,0,0.123,0.788,135.018
871,spotify:track:46hDiH4YvAWXE04GskkIHS,Why Would I Stop?,2,confident,0.778,0.727,1,-6.115,0,0.08370000000000001,0.0212,0,0.101,0.218,119.972
872,spotify:track:77Lpioi8uKcmiwdU8ClD6t,Trophies,2,confident,0.6950000000000001,0.504,0,-6.6690000000000005,0,0.0562,0.36,4.44E-06,0.0961,0.502,146.963
873,spotify:track:3v84EI4rMdsqJ95MxwIjQa,Sleepy Hollow,2,confident,0.735,0.662,1,-7.862,1,0.05,0.010400000000000001,0,0.153,0.124,87.999
874,spotify:track:2Zy7XVdxyZQB8xp5xbpJdl,way back,2,confident,0.396,0.554,0,-5.048,1,0.0488,0.222,0,0.612,0.17,117.384
875,spotify:track:0fySG6A6qLE8IvDpayb5bM,VIBEZ,2,confident,0.768,0.652,1,-2.708,0,0.307,0.113,0,0.107,0.777,154.187
876,spotify:track:2aHlRZIGUFThu3eQePm6yI,Champion,2,confident,0.6930000000000001,0.504,6,-8.306,1,0.23800000000000002,0.00299,0,0.6950000000000001,0.723,102.139
877,spotify:track:33gwZOGJWEZ7dRWPqPxBEZ,Wolves (feat. Post Malone),2,confident,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41E-06,0.35100000000000003,0.325,160.048
878,spotify:track:36J0iaPDGbYGsHvYpaYs3k,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",2,confident,0.761,0.586,0,-5.368,1,0.359,0.0392,0,0.0558,0.719,149.804
879,spotify:track:4x1Y2as27pLwaNpAp96Vdm,Crown,2,confident,0.41400000000000003,0.454,4,-9.33,1,0.0589,0.014100000000000001,0.046200000000000005,0.4,0.07,117.147
88,spotify:track:19jo0UT2vqD4pNVfIqTy4R,River Deep - Mountain High,3,upbeat,0.621,0.972,8,-3.791,1,0.0724,0.47200000000000003,0.000585,0.195,0.866,155.113
880,spotify:track:2JzX9cvgywUC1hDfoMGYRK,2 Sauce,2,confident,0.853,0.5760000000000001,10,-6.264,0,0.17300000000000001,0.739,0,0.109,0.6920000000000001,139.999
881,spotify:track:6toQdWWc4noiOk3Eo5mVDS,Beat Box 3 (feat. DaBaby),2,confident,0.853,0.426,1,-6.812,1,0.374,0.0765,0,0.10400000000000001,0.201,160.051
882,spotify:track:4KIkADzoVm3A10E9qyjsQ5,4 Da Gang (with Roddy Ricch),2,confident,0.871,0.545,7,-10.489,1,0.189,0.0143,0,0.148,0.722,100.482
883,spotify:track:32L9DViHKXitrFghJ4XBhk,Don't Forget,2,confident,0.6900000000000001,0.517,8,-4.777,1,0.425,0.589,0,0.354,0.46,114.775
884,spotify:track:26UxwWl9xCb83OynXELJcL,Masterpiece,2,confident,0.781,0.726,0,-4.213,1,0.08360000000000001,0.029900000000000003,0,0.093,0.436,139.988
885,spotify:track:46fk9wjYcPm0sgym2b7EEE,We Major,2,confident,0.234,0.88,11,-3.66,0,0.123,0.010700000000000001,0,0.045,0.216,85.641
886,spotify:track:6qUabsNxudatEFedWGHoDh,"FRANCHISE (feat. Future, Young Thug & M.I.A.) - REMIX",2,confident,0.859,0.77,8,-5.358,0,0.34500000000000003,0.0056,0,0.0731,0.34800000000000003,155.025
887,spotify:track:1EaKU4dMbesXXd3BrLCtYG,ELEMENT.,2,confident,0.748,0.705,4,-4.547,0,0.485,0.20400000000000001,0,0.246,0.483,189.891
888,spotify:track:16qYlQ6koFxYVbiJbGHblz,G.O.M.D.,2,confident,0.89,0.393,4,-10.821,0,0.267,0.331,8.81E-06,0.28300000000000003,0.304,128.084
889,spotify:track:6MDdceLYec4AxohmorE4vH,Face Of My City (feat. Lil Baby),2,confident,0.74,0.5660000000000001,1,-8.389,0,0.32,0.0034000000000000002,0,0.589,0.342,156.197
89,spotify:track:0Usw6bbxjqROH3OCDYkMFi,Love Child,3,upbeat,0.559,0.656,9,-11.227,0,0.0323,0.164,3.5799999999999996e-05,0.28400000000000003,0.651,103.965
890,spotify:track:5LZ0ZCRXrklIpnzn4Tcyde,Unforgettable,2,confident,0.546,0.87,4,-5.107,0,0.114,0.10300000000000001,0,0.111,0.07100000000000001,156.145
891,spotify:track:19eeh4pgEGHdSTc26U1y89,CHAMPION,2,confident,0.8280000000000001,0.538,0,-6.067,0,0.341,0.07100000000000001,0,0.116,0.56,145.071
892,spotify:track:1kVYXfxTWSftIZtmYr6yH8,Coming In Hot,2,confident,0.889,0.453,8,-8.782,1,0.261,0.0274,4.75E-06,0.156,0.428,140.025
893,spotify:track:34vnQF8ApKfi00wTV5rrC7,We Paid (feat. 42 Dugg),2,confident,0.926,0.542,1,-5.064,1,0.293,0.135,0,0.0877,0.5640000000000001,135.14
894,spotify:track:4wmZtoif8SGm7PDqgKrEXr,4 Thangs (feat. Big Sean & Hit-Boy),2,confident,0.8130000000000001,0.557,10,-6.655,0,0.133,0.054700000000000006,0,0.128,0.764,83.012
895,spotify:track:7Ei7kZxjEw9d76cEDxoxua,What It Feels Like,2,confident,0.394,0.734,1,-4.574,0,0.185,0.0329,1.26E-06,0.109,0.07780000000000001,86.897
896,spotify:track:0qJeyYAgv6UpvewUxRXAhb,Rags2Riches 2 (feat. Lil Baby),2,confident,0.874,0.443,5,-9.628,0,0.241,0.147,0,0.124,0.298,118.004
897,spotify:track:6OaVWaGfhXn70ZJfdVcabn,NO BYSTANDERS,2,confident,0.731,0.811,1,-3.225,1,0.0712,0.0204,0,0.41100000000000003,0.426,147.045
898,spotify:track:3QzAOrNlsabgbMwlZt7TAY,Ballin' (with Roddy Ricch),2,confident,0.809,0.545,7,-6.678,1,0.07350000000000001,0.392,0,0.151,0.244,97.008
899,spotify:track:2MbdDtCv5LUVjYy9RuGTgC,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",2,confident,0.904,0.723,11,-5.224,0,0.26,0.0631,0,0.185,0.835,145.013
9,spotify:track:2G2YzndIA6jeWFPBXhUjh5,Be My Baby,3,upbeat,0.511,0.769,4,-7.032,1,0.042,0.181,0,0.0921,0.8180000000000001,129.657
90,spotify:track:2BydLQAh7CUIFvSEqAMc4x,If You Want Me to Stay,3,upbeat,0.843,0.48,11,-11.574,0,0.0492,0.28,0.0007819999999999999,0.108,0.762,101.993
900,spotify:track:6gxKUmycQX7uyMwJcweFjp,We Paid (feat. 42 Dugg),2,confident,0.926,0.542,1,-5.064,1,0.293,0.135,0,0.0877,0.5640000000000001,135.14
901,spotify:track:1GzNGrxi4NIOKu0Z4npUss,Encore,2,confident,0.382,0.92,10,-1.149,0,0.259,0.28500000000000003,0.00125,0.973,0.525,98.907
902,spotify:track:2bo0HCDcZj8BYjoht9zYgk,Time Today,2,confident,0.909,0.617,1,-7.736,1,0.401,0.044,0,0.233,0.301,136.924
903,spotify:track:7kBdenpTmgWfAz9clmBcok,#1 Stunna,2,confident,0.552,0.842,8,-4.961,1,0.28500000000000003,0.0176,0.0032700000000000003,0.258,0.561,89.017
904,spotify:track:22L7bfCiAkJo5xGSQgmiIO,All Of The Lights,2,confident,0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71E-05,0.176,0.221,142.113
905,spotify:track:7y911sqgHGHcyU4ivapjwi,All Me,2,confident,0.67,0.515,1,-6.977,1,0.397,0.07050000000000001,0,0.25,0.422,122.006
906,spotify:track:5DTOk0tCrmicVQP4mc6hkr,Championships,2,confident,0.488,0.803,6,-4.165,0,0.20500000000000002,0.0786,0,0.215,0.319,167.329
907,spotify:track:1dg3qy5DjoJodawfOCgrTP,Run It Up (feat. Offset & Moneybagg Yo),2,confident,0.88,0.5750000000000001,6,-6.091,1,0.163,0.41500000000000004,0,0.109,0.671,120.031
908,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,Congratulations,2,confident,0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146
909,spotify:track:6PhChjgiQ3hERBwkqlAa5Q,All In,2,confident,0.837,0.663,11,-6.434,1,0.334,0.0762,0,0.0941,0.293,95.081
91,spotify:track:5RdhBLmB4DyFHLglRrfx63,I'll Be There,3,upbeat,0.51,0.515,5,-7.247,1,0.0253,0.593,1.24E-06,0.654,0.331,93.212
910,spotify:track:2v8OWHyoFxm4I8dfE2ETVR,As One,2,confident,0.632,0.812,7,-5.719,1,0.326,0.0114,0,0.201,0.465,90.933
911,spotify:track:3hbZsQXQNbPMBmgI7O0CTv,Big Drip,2,confident,0.8140000000000001,0.659,0,-6.453,1,0.357,0.186,0,0.163,0.464,139.956
912,spotify:track:7635mlfbjmTS7t17pKtl6r,"Bitch, Don’t Kill My Vibe - Remix",2,confident,0.625,0.773,1,-5.822,1,0.23500000000000001,0.047900000000000005,0,0.201,0.134,133.798
913,spotify:track:2etHQJxIbV0soyPhelVs9Y,Best Friend (feat. Doja Cat),11,confident,0.84,0.766,4,-4.12,1,0.136,0.00302,3.61E-06,0.0684,0.402,94.018
914,spotify:track:1XXimziG1uhM0eDNCZCrUl,Up,11,confident,0.868,0.795,11,-6.044,1,0.269,0.0012000000000000001,0.0193,0.0461,0.8190000000000001,166
915,spotify:track:2rMAtCaTj16NptyVfEIeAC,Cash Shit (feat. DaBaby),11,confident,0.921,0.635,1,-4.904,1,0.41600000000000004,0.0218,0,0.0946,0.549,130.028
916,spotify:track:13VXVxePp4NUiXwtmQ0viz,Said Sum (feat. City Girls & DaBaby) - Remix,11,confident,0.913,0.625,10,-6.901,0,0.334,0.016800000000000002,0,0.125,0.298,126.915
917,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,11,confident,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984
918,spotify:track:5XMhppJhtgjkd2SYDklhR9,For Me,11,confident,0.904,0.498,2,-7.86,1,0.324,0.00919,0,0.0791,0.145,132.992
919,spotify:track:4Z5FyQlevoHoa5FsIVKZju,PRACTICE,11,confident,0.849,0.536,1,-7.307,1,0.34900000000000003,0.0239,0,0.126,0.308,141.964
92,spotify:track:6SMHgPgNkhe9lneNTbgtel,Love and Happiness,3,upbeat,0.8220000000000001,0.457,6,-10.937,1,0.23500000000000001,0.214,0.000397,0.0766,0.73,99.16
920,spotify:track:41mzryVlFLlz6b1BCtJAjx,Light It Up,11,confident,0.9530000000000001,0.515,10,-8.546,1,0.08460000000000001,0.0038900000000000002,0,0.11,0.35100000000000003,138.039
921,spotify:track:2SAqBLGA283SUiwJ3xOUVI,Laugh Now Cry Later (feat. Lil Durk),11,confident,0.761,0.518,0,-8.871,1,0.134,0.244,3.4699999999999996e-05,0.107,0.522,133.976
922,spotify:track:3w1WjD2zJqjBjDz5fwqQPJ,Tyler Herro,11,confident,0.792,0.793,5,-6.185,0,0.08410000000000001,0.0872,0,0.22,0.775,123.031
923,spotify:track:5iZ5wjTTxSIv8Cfrhj6Jla,What That Speed Bout!?,11,confident,0.755,0.81,10,-4.061,0,0.23500000000000001,0.125,0,0.382,0.297,101.93
924,spotify:track:33gwZOGJWEZ7dRWPqPxBEZ,Wolves (feat. Post Malone),11,confident,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41E-06,0.35100000000000003,0.325,160.048
925,spotify:track:26v2Gf4Af7Fav0jTQluetL,Penguins,11,confident,0.877,0.648,1,-6.297,1,0.066,0.315,0,0.0767,0.59,150.012
926,spotify:track:3HNWVQHXpW70ubsDhvnegu,The Bigger Picture,11,confident,0.59,0.618,1,-5.756,1,0.334,0.012700000000000001,0,0.244,0.153,96.459
927,spotify:track:2JzX9cvgywUC1hDfoMGYRK,2 Sauce,11,confident,0.853,0.5760000000000001,10,-6.264,0,0.17300000000000001,0.739,0,0.109,0.6920000000000001,139.999
928,spotify:track:5n6gBhdEjCuj3obgCoTEFD,That’s It,11,confident,0.9400000000000001,0.532,11,-5.998,0,0.358,0.12,0,0.0925,0.599,123.043
929,spotify:track:7xWnMfIVVnI3Y3zPp9Ukvi,Touchdown (with Bankrol Hayden),11,confident,0.915,0.514,10,-5.636,0,0.188,0.0142,0,0.106,0.834,94.984
93,spotify:track:3APlBPXmTYV1yZO0dngkdq,People Get Ready,3,upbeat,0.398,0.249,1,-12.719,1,0.0414,0.906,5.71E-06,0.189,0.34900000000000003,142.239
930,spotify:track:0fySG6A6qLE8IvDpayb5bM,VIBEZ,11,confident,0.768,0.652,1,-2.708,0,0.307,0.113,0,0.107,0.777,154.187
931,spotify:track:36J0iaPDGbYGsHvYpaYs3k,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",11,confident,0.761,0.586,0,-5.368,1,0.359,0.0392,0,0.0558,0.719,149.804
932,spotify:track:0946VVOuYpcWD04kxXHZzP,Just Like Martin,11,confident,0.519,0.605,9,-7.802,1,0.315,0.0151,0.0056700000000000006,0.374,0.44,249.438
933,spotify:track:2fDG6nBpw0WHVoycB20KeP,Clean,11,confident,0.882,0.396,4,-6.741,0,0.0684,0.031100000000000003,5.9499999999999996e-05,0.0558,0.209,143.964
934,spotify:track:7ozIjpRL6iMaCi9KVvnyXI,Ima Ball,11,confident,0.8250000000000001,0.5630000000000001,0,-8.279,0,0.319,0.189,0,0.135,0.713,92.069
935,spotify:track:3nS9a01VvXHQriLqJYwRqG,DOLLAZ ON MY HEAD (feat. Young Thug),11,confident,0.8250000000000001,0.458,0,-7.47,1,0.0577,0.114,0,0.10200000000000001,0.161,145.115
936,spotify:track:5SWnsxjhdcEDc7LJjq9UHk,Runnin,11,confident,0.8190000000000001,0.626,10,-4.574,0,0.202,0.0074800000000000005,0.101,0.167,0.41500000000000004,143.01
937,spotify:track:6qUabsNxudatEFedWGHoDh,"FRANCHISE (feat. Future, Young Thug & M.I.A.) - REMIX",11,confident,0.859,0.77,8,-5.358,0,0.34500000000000003,0.0056,0,0.0731,0.34800000000000003,155.025
938,spotify:track:51rXHuKN8Loc4sUlKPODgH,"King's Dead (with Kendrick Lamar, Future & James Blake)",11,confident,0.645,0.705,1,-5.008,1,0.299,0.0008129999999999999,0,0.128,0.376,137.133
939,spotify:track:6MDdceLYec4AxohmorE4vH,Face Of My City (feat. Lil Baby),11,confident,0.74,0.5660000000000001,1,-8.389,0,0.32,0.0034000000000000002,0,0.589,0.342,156.197
94,spotify:track:0gtTfaz5zzbJA28Ypu7k0W,Groove Me,3,upbeat,0.913,0.481,11,-8.459,1,0.0998,0.392,7.48E-05,0.0279,0.878,103.62
940,spotify:track:4gXRs0fsmqsXryaYsc1Jp4,Toni,11,confident,0.904,0.737,0,-4.726,0,0.139,0.0941,0,0.106,0.755,148.936
941,spotify:track:0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby),11,confident,0.8230000000000001,0.586,6,-6.606,0,0.2,0.114,0,0.193,0.34700000000000003,125.971
942,spotify:track:4wmZtoif8SGm7PDqgKrEXr,4 Thangs (feat. Big Sean & Hit-Boy),11,confident,0.8130000000000001,0.557,10,-6.655,0,0.133,0.054700000000000006,0,0.128,0.764,83.012
943,spotify:track:2UVbBKQOdFAekPTRsnkzcf,Stir Fry,11,confident,0.8170000000000001,0.8160000000000001,2,-5.402,1,0.269,0.0026300000000000004,0,0.159,0.508,181.982
944,spotify:track:6gi6y1xwmVszDWkUqab1qw,OUT WEST (feat. Young Thug),11,confident,0.802,0.591,8,-4.895,1,0.225,0.010400000000000001,0,0.196,0.309,139.864
945,spotify:track:6OaVWaGfhXn70ZJfdVcabn,NO BYSTANDERS,11,confident,0.731,0.811,1,-3.225,1,0.0712,0.0204,0,0.41100000000000003,0.426,147.045
946,spotify:track:1jaTQ3nqY3oAAYyCTbIvnM,WHATS POPPIN,11,confident,0.923,0.604,11,-6.671,0,0.245,0.017,0,0.272,0.8260000000000001,145.062
947,spotify:track:5f4Hy5mw5SRaUgXX9c6P5S,Sum 2 Prove,11,confident,0.8270000000000001,0.552,4,-7.571,0,0.274,0.016900000000000002,0,0.122,0.40800000000000003,124.011
948,spotify:track:4Kz4RdRCceaA9VgTqBhBfa,The Motto,11,confident,0.766,0.442,1,-8.558,1,0.356,0.000107,6.12E-05,0.111,0.39,201.8
949,spotify:track:7jKUnzzOGhAlPjr7LkIUlE,Momma I Hit A Lick (feat. Kendrick Lamar),11,confident,0.796,0.467,11,-6.293,1,0.34,0.202,3.32E-05,0.20600000000000002,0.4,179.974
95,spotify:track:4T43c9I2dDyrrlds7qqS2N,Something's Got A Hold On Me - Single Version,3,upbeat,0.47400000000000003,0.558,1,-6.3,1,0.132,0.771,0,0.839,0.619,151.221
950,spotify:track:1GeNui6m825V8jP4uKiIaH,Bad Bad Bad (feat. Lil Baby),11,confident,0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959
951,spotify:track:7xQAfvXzm3AkraOtGPWIZg,Wow.,11,confident,0.8290000000000001,0.539,11,-7.359,0,0.20800000000000002,0.136,1.7800000000000001e-06,0.10300000000000001,0.388,99.96
952,spotify:track:6suKat3cpSAiYPPJsfUhvA,SHERYL SWOOPES,11,confident,0.777,0.6980000000000001,1,-4.886,1,0.165,0.145,0,0.067,0.353,146.877
953,spotify:track:3YZ5NiutSg7KraH87r4fgm,Death Row (feat. 03 Greedo),11,confident,0.902,0.66,8,-5.939,1,0.397,0.0901,4.9900000000000005e-06,0.123,0.44,87.503
954,spotify:track:4wFjTWCunQFKtukqrNijEt,MotorSport,11,confident,0.904,0.518,2,-5.32,1,0.183,0.030500000000000003,0,0.325,0.188,137.996
955,spotify:track:7cyeGclH71MayOuQ7qtLFl,BIG,11,confident,0.86,0.507,0,-5.776,0,0.369,0.0408,6.15E-06,0.14,0.15,85.005
956,spotify:track:2gwkD6igEhQbDQegRCcdoB,Suge,11,confident,0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445
957,spotify:track:42zd6DYQ4o4SECmTITrM1U,Dreams and Nightmares,11,confident,0.631,0.774,11,-2.459,1,0.30000000000000004,0.468,0,0.281,0.44,79.745
958,spotify:track:6eVxH9Kyanzrw636zJRPcw,Errbody,11,confident,0.887,0.606,2,-6.572,1,0.324,0.00040699999999999997,0,0.151,0.272,139.995
959,spotify:track:0SGkqnVQo9KPytSri1H6cF,Bounce Back,11,confident,0.78,0.5750000000000001,1,-5.628,0,0.139,0.106,0,0.129,0.273,81.502
96,spotify:track:6RkyopJ2y0DnoIrq57zrap,Shake - 2008 Remaster,3,upbeat,0.583,0.47100000000000003,7,-9.712,0,0.0692,0.2,0.0037,0.08710000000000001,0.796,163.364
960,spotify:track:7Fyen114lGc2YJJBN8LHXv,Goin’ UP,11,confident,0.843,0.647,7,-8.174,0,0.374,0.0685,0,0.11,0.611,152.058
961,spotify:track:0kdrHgKGFjClTSiisfNh9G,Ready Set (feat. Big Sean),11,confident,0.849,0.62,4,-5.921,0,0.0589,0.00252,0.000283,0.113,0.481,96.005
962,spotify:track:6bCWyr3C3ngZdwizTYWQTG,Onna Come Up (feat. G Herbo) [Remix],11,confident,0.679,0.794,1,-3.985,1,0.296,0.339,1.6499999999999998e-05,0.113,0.6980000000000001,150.067
963,spotify:track:748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),13,confident,0.762,0.7010000000000001,8,-3.541,1,0.0286,0.23500000000000001,0.000158,0.123,0.742,110.968
964,spotify:track:1yLTcitjbEJr7a4jyDB0Lz,So Pretty,13,confident,0.799,0.543,10,-6.094,0,0.24,0.0512,0.0425,0.134,0.25,187.906
965,spotify:track:3jRHehB5ulTMKfK5WaqDqc,What’s New,13,confident,0.934,0.873,1,-4.707,1,0.309,0.004880000000000001,0,0.08320000000000001,0.721,139.997
966,spotify:track:5nzX0GtmuW03QGb2l9Hw0C,Syrup,13,confident,0.854,0.498,1,-9.105,1,0.266,0.0442,1.45E-05,0.0758,0.275,106.011
967,spotify:track:1j3SdMJfeRJXycCp50boYE,Yucky Blucky Fruitcake,13,confident,0.597,0.617,8,-7.482,0,0.28200000000000003,0.463,0,0.66,0.889,97.923
968,spotify:track:11ZulcYY4lowvcQm4oe3VJ,Slumber Party (feat. Princess Nokia),13,confident,0.964,0.398,11,-8.981,0,0.0795,0.00151,3.95E-05,0.101,0.5630000000000001,105.012
969,spotify:track:3qGHAKgjQruzj6doKkyEb5,Unlock it (feat. Kim Petras and Jay Park),13,confident,0.504,0.711,9,-5.864,1,0.045200000000000004,0.0585,1.8299999999999998e-05,0.382,0.5,134.824
97,spotify:track:3Qe0dJkQXx7jJWXRxuVqJ0,Easy,3,upbeat,0.577,0.481,10,-10.581,0,0.03,0.20400000000000001,0.0022900000000000004,0.317,0.311,132.159
970,spotify:track:5yorXJWdBan1Vlh116ZtQ7,WHOLE LOTTA MONEY,13,confident,0.897,0.371,1,-5.019,1,0.368,0.09040000000000001,0,0.325,0.441,81.008
971,spotify:track:1XXimziG1uhM0eDNCZCrUl,Up,13,confident,0.868,0.795,11,-6.044,1,0.269,0.0012000000000000001,0.0193,0.0461,0.8190000000000001,166
972,spotify:track:2etHQJxIbV0soyPhelVs9Y,Best Friend (feat. Doja Cat),13,confident,0.84,0.766,4,-4.12,1,0.136,0.00302,3.61E-06,0.0684,0.402,94.018
973,spotify:track:4wH4dJgrsxONID6KS2tDQM,Maneater,13,confident,0.796,0.777,6,-4.8100000000000005,1,0.0397,0.0261,0.000358,0.121,0.787,132.722
974,spotify:track:0Hb2KGmwZez23POGBw2Xc2,Pussy Poppin (I Don't Really Talk Like This),13,confident,0.936,0.8200000000000001,9,-2.5540000000000003,1,0.325,0.163,0,0.0707,0.896,94.991
975,spotify:track:6IbnUaczZBT34DhaD6S18F,Bubblegum Bitch,13,confident,0.495,0.856,0,-5.123,0,0.031100000000000003,0.00021899999999999998,0,0.10300000000000001,0.609,158.024
976,spotify:track:2KrrkENWfhnfgjIclMpPiS,Got Me Good,13,confident,0.709,0.96,8,-4.465,1,0.0898,0.0015700000000000002,7.819999999999999e-05,0.893,0.665,133.037
977,spotify:track:5VipERQ1ofCowecoFg2MVU,motive (with Doja Cat),13,confident,0.789,0.742,10,-5.664,0,0.06520000000000001,0.06810000000000001,0,0.166,0.661,116.965
978,spotify:track:6WbTTAGKrQtCQvmc5BuYfh,Girls in the Hood,13,confident,0.8210000000000001,0.863,6,-3.159,1,0.353,0.00824,0,0.037700000000000004,0.874,180.013
979,spotify:track:2JJizMJ5Ze77pgVT5LnECc,Level Up,13,confident,0.9380000000000001,0.535,8,-4.742,1,0.302,0.0213,0,0.0625,0.373,134.944
98,spotify:track:2oezpnnea1VXHpJEbqnBhw,It's Your Thing,3,upbeat,0.378,0.682,10,-10.228,1,0.124,0.0777,2.83E-06,0.057300000000000004,0.89,185.273
980,spotify:track:5srKMwXoeyrRnyTnNbpgIW,People I Don't Like,13,confident,0.747,0.5730000000000001,11,-6.562,0,0.295,0.268,0,0.302,0.551,90.036
981,spotify:track:5VH29X65xVLfH2TwD9EcxO,I'm Legit,13,confident,0.859,0.746,9,-3.014,1,0.0663,0.030100000000000002,0.000877,0.169,0.543,75.002
982,spotify:track:5WQQIDU3HRaMyPkob8mpFb,Where Have You Been,13,confident,0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.221,0.444,127.963
983,spotify:track:4aijMSsvaGuyE5Wp2ycCBW,Big Boy,13,confident,0.843,0.803,1,-5.381,1,0.0663,0.2,0,0.111,0.839,138.018
984,spotify:track:78qd8dvwea0Gosb6Fe6j3k,Boss Bitch,13,confident,0.707,0.9550000000000001,10,-4.593,0,0.222,0.127,0,0.202,0.5750000000000001,125.989
985,spotify:track:6ic8OlLUNEATToEFU3xmaH,Gimme More,13,confident,0.788,0.844,2,-3.1310000000000002,1,0.0334,0.25,0.000678,0.0723,0.382,113.324
986,spotify:track:1CF5kzz5XDBAL24wtVyyTJ,Take Your Man,13,confident,0.934,0.658,0,-8.052,1,0.108,0.41100000000000003,0.0007379999999999999,0.0809,0.34400000000000003,110.015
987,spotify:track:7bAOw0ew6Am7mlGNZjmtwP,What A Shame,13,confident,0.706,0.468,4,-7.898,0,0.5,0.339,0,0.07640000000000001,0.549,143.768
988,spotify:track:6LOZws7T3jqZz78unPgFF9,Dead To Me,13,confident,0.675,0.761,4,-4.469,0,0.0466,0.432,0,0.10200000000000001,0.428,119.001
989,spotify:track:3R6wLBD4oU6op8L4YfMho9,No More Parties,13,confident,0.847,0.405,11,-10.901,1,0.584,0.232,5.37E-06,0.0944,0.588,156.999
99,spotify:track:63VN1yQ8RcKMUVX4KMRsBy,Get Down with It,3,upbeat,0.547,0.806,5,-8.947,1,0.041800000000000004,0.5690000000000001,0.000146,0.427,0.971,141.78
990,spotify:track:7kppEmkcJQCNIAjJ0YWJWy,DO A BITCH,13,confident,0.87,0.41000000000000003,1,-11.034,0,0.214,0.08650000000000001,6.87E-06,0.159,0.317,105.009
991,spotify:track:3a2C2LNrsxosrWZDzp9Lal,Get Along,13,confident,0.916,0.552,11,-6.31,1,0.214,0.097,1.82E-06,0.115,0.512,98.003
992,spotify:track:4E7ZbuJH3NddjnMWLstkRq,I Am (feat. Flo Milli),13,confident,0.932,0.835,1,-3.9050000000000002,1,0.156,0.105,0,0.0847,0.926,144.02
993,spotify:track:6NWdgyVsjp2bJ11PToXCr1,Buss It,13,confident,0.918,0.434,9,-9.541,1,0.17300000000000001,0.5690000000000001,3.14E-06,0.123,0.75,109.997
