,track,uri,mood,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
541,Good Day,spotify:track:76XWHO6yy7a097yBT7DXVm,chill,0.514,0.685,10,-7.27,1,0.0307,0.0356,9.73e-06,0.157,0.393,85.017
542,Body On Body (Johnny Cash: Forever Words),spotify:track:2uMYugZ7YrpPV5IvrdmNVt,chill,0.514,0.44,4,-9.805,0,0.0279,0.776,0.00321,0.0902,0.25,140.19
543,I Forget Myself (feat. Darlingside),spotify:track:1Exrzr80BmEOw2rMcRnjwh,chill,0.58,0.193,9,-12.144,1,0.0285,0.866,0.00375,0.0788,0.339,141.938
544,Love You To Death,spotify:track:5xQTEPjGsLuvwnnvyK3fAA,chill,0.574,0.344,4,-8.995,1,0.0345,0.421,0,0.0804,0.0987,147.924
545,Forgiveness,spotify:track:0uEqGj52IUFOcVXb4nK0sz,chill,0.552,0.449,0,-8.024,0,0.0288,0.628,0.025,0.116,0.171,83.88
546,Slow Burn,spotify:track:6ET9kf9riLETWs9lePUEAI,chill,0.555,0.43,2,-9.105,1,0.0295,0.462,0.000191,0.0869,0.274,147.613
547,Brighter Shade of Blue,spotify:track:1yyXmUb99vQ1BI1ee9gkFh,chill,0.489,0.438,8,-8.748,1,0.0265,0.625,8e-05,0.122,0.188,84.984
548,what do i,spotify:track:2LTKYNBYZMOcyQNtRXUUxl,chill,0.52,0.314,11,-9.002,0,0.0308,0.247,0.000433,0.0968,0.233,139.896
549,Joy Of My Life,spotify:track:4EuaDcxHmHKS6gZ5iuGba0,chill,0.63,0.485,3,-8.955,1,0.0299,0.223,0.0535,0.103,0.398,149.23
550,Call It Dreaming,spotify:track:4ftYIbHbKSVZWyrveFHCNu,chill,0.515,0.502,5,-9.969,1,0.0327,0.606,6.14e-05,0.0974,0.726,80.099
551,Because Of Yours,spotify:track:71gcKI3CKHIrkJPkk20USG,chill,0.649,0.416,6,-7.285,1,0.0298,0.87,1.26e-05,0.108,0.138,127.907
552,Waiting Around,spotify:track:6WQlGuh6c4jciXEyM2rVGX,chill,0.464,0.147,5,-15.002,1,0.0369,0.988,0.00309,0.111,0.117,144.372
553,Pretty Hands,spotify:track:0daO3mhf7lmqH1vNsGEFCJ,chill,0.517,0.131,10,-18.439,1,0.0344,0.926,0.0984,0.151,0.419,87.855
554,You and Tequila (feat. Grace Potter),spotify:track:1t2hJFgJyUPD2crOafMUEk,chill,0.691,0.454,6,-9.13,1,0.0256,0.437,0.00227,0.0783,0.35,135.839
555,Suitcase Heart,spotify:track:2gc3SzQnjK11ToTGbQHqli,chill,0.757,0.29,8,-6.217,1,0.0324,0.856,0,0.0877,0.226,123.003
556,Nowhere Fast,spotify:track:6arLnfArtdWKOcCYzDd4rS,chill,0.789,0.487,7,-7.314,1,0.0285,0.458,4.36e-06,0.0751,0.49,101.975
557,The Only One,spotify:track:1TX2IeSDuozjBh2Qqepf05,chill,0.489,0.306,7,-9.326,1,0.0289,0.776,0,0.103,0.6,202.281
558,Burn That Bridge - Acoustic,spotify:track:2tL59u6LJyu557EjXcocaf,chill,0.508,0.333,8,-11.083,1,0.0305,0.83,0.000111,0.206,0.577,165.923
559,When You're My Age (feat. Hillary Lindsey & Liz Rose),spotify:track:7s5oiz0hI98X6FQ5cmvPlf,chill,0.45,0.356,11,-7.628,1,0.034,0.333,5.89e-05,0.108,0.11,139.783
560,Miles Away,spotify:track:0QnOPRxrCRLeRUEJKqecaG,chill,0.546,0.49,10,-7.0,1,0.0308,0.335,0,0.1,0.373,161.743
561,Once In a Lifetime,spotify:track:5dSsIGNo7ImUSQSaCTGOak,chill,0.56,0.633,0,-7.756,1,0.0339,0.57,0,0.105,0.609,117.291
562,Time Is Cold (Coffee House Version),spotify:track:0BYkrYRN04xUnZG53OHfGS,chill,0.602,0.275,10,-11.688,1,0.031,0.896,0,0.155,0.343,143.945
563,If We Were Vampires,spotify:track:250RLekaiL1q9qZer975Eg,chill,0.629,0.208,5,-16.225,1,0.0324,0.824,3.7e-06,0.107,0.685,96.609
564,Ring of Fire,spotify:track:7yHnX1ytklnEST9qN7WZIk,chill,0.54,0.259,4,-11.179,1,0.0313,0.844,8.76e-06,0.123,0.573,175.958
565,Front Porch,spotify:track:0XIUYBQlVNG1c5vjSQKCYU,chill,0.567,0.224,1,-10.024,1,0.0299,0.887,0,0.109,0.2,124.44
566,half of my hometown - ballerini album version,spotify:track:3YJOCGSlrb78vNwu6meBSf,chill,0.588,0.253,10,-8.8,1,0.0295,0.828,0,0.0938,0.221,137.18
567,A Woman Like You,spotify:track:3oyMHCAAcnWFdcGuVgwfhd,chill,0.592,0.584,7,-7.422,1,0.0305,0.245,0,0.0862,0.371,160.048
568,Giving It All (To You),spotify:track:4dQCgHy1lh24ystDObYXDB,chill,0.636,0.32,9,-9.953,1,0.028,0.771,0,0.117,0.2,114.337
569,War,spotify:track:1UxeYs0x9oyJtCpmH0QbvL,chill,0.407,0.244,2,-11.591,1,0.0294,0.69,0,0.0881,0.32,74.813
570,Whiskey And You,spotify:track:5aDK0TurEtiedVdT0a6k9a,chill,0.592,0.0562,2,-14.344,1,0.0599,0.919,6.22e-06,0.111,0.266,127.005
571,The Most Beautiful Things,spotify:track:1FH8SlCpQaE6EvjxJ4QpZb,chill,0.297,0.141,7,-11.315,1,0.0323,0.957,0.000564,0.138,0.0943,75.866
572,The Arts and the Hours,spotify:track:318jLr9oY0UrxYqyUHCfBA,happy,0.415,0.026,1,-36.7,1,0.0496,0.995,0.938,0.107,0.268,136.191
573,"Goldberg Variations, BWV 988: Aria",spotify:track:5bu9A6uphPWg39RC3ZKeku,happy,0.454,0.0139,4,-29.966,0,0.0514,0.995,0.943,0.0736,0.244,130.253
574,"Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio",spotify:track:2fYOyayT80ysO3nxw9lKXn,happy,0.15,0.0115,2,-26.636,1,0.0425,0.976,0.191,0.0836,0.0955,101.769
575,Prelude In G Major,spotify:track:70FROKEHubzMxSstCgaZZl,happy,0.314,0.0249,7,-34.402,1,0.0469,0.995,0.938,0.0914,0.238,102.328
576,Scarborough Fair (Arr. Parkin),spotify:track:4wlNPczIullwvmwb4x0ltz,happy,0.311,0.0253,2,-30.561,1,0.04,0.976,0.897,0.123,0.251,116.816
577,"""Was mir behagt, ist nur die muntre Jagd"" Cantata, BWV 208: 9. Schafe können sicher weiden (Arr. For Piano Four Hands by Mary Howe)",spotify:track:4JWVkr5jUjylM3hMG5zvXw,happy,0.527,0.0325,10,-26.594,1,0.0359,0.995,0.882,0.113,0.187,111.15
578,Cavatina,spotify:track:28W5lTZMClVz9fLt6iiaJN,happy,0.292,0.0332,4,-26.977,1,0.042,0.973,0.901,0.0777,0.23,94.82
579,"Rêverie, L. 68",spotify:track:0wgqbmYhQyoL2TXGzQEg4k,happy,0.135,0.0428,5,-26.085,1,0.0483,0.988,0.924,0.134,0.0394,63.831
580,"5 Stücke im Volkston, Op. 102: II. Langsam",spotify:track:1SkOyiUembPDeyEvFy1p0c,happy,0.0701,0.0243,5,-25.087,1,0.0519,0.982,0.911,0.111,0.0622,61.649
581,"Pavane, Op. 50 (Arr. for Cello and Orchestra)",spotify:track:2Jj7izAvnOZUHBKCHv3mWk,happy,0.18,0.0272,6,-26.291,0,0.0387,0.961,0.894,0.104,0.0846,77.044
582,Armellodie,spotify:track:3GfDVDXAs3sxsnfYJ2MG9z,happy,0.44,0.00616,2,-26.757,1,0.0546,0.989,0.937,0.0988,0.0604,72.404
583,"Canon And Gigue In D Major, P 37: 1. Canon",spotify:track:1JKtvWIGJb0POMGEvWtQ8V,happy,0.216,0.0797,2,-24.843,1,0.0523,0.851,9.44e-05,0.146,0.37,64.079
584,"Rinaldo, HWV 7: Lascia ch'io pianga (Arr. for Piano)",spotify:track:0dfAHJmRg7JtCbitsageQG,happy,0.253,0.0272,5,-31.271,1,0.0431,0.993,0.916,0.0979,0.125,68.211
585,"Minuet in A Major, D. 334",spotify:track:2FbUitqkfxFhI4An73HzZW,happy,0.273,0.00573,9,-39.245,1,0.0493,0.994,0.913,0.0857,0.174,91.621
586,"Zdes' khorosho ('How Fair This Spot'), Op. 21, No. 7",spotify:track:1Hnp1eblIw5zvF4BcmcXl0,happy,0.232,0.0349,9,-25.376,1,0.0451,0.988,0.82,0.049,0.0739,107.691
587,"Lyric Pieces, Book 5, Op. 54: Nocturne",spotify:track:2GJFu2G9fhaYFrOoX9bejs,happy,0.296,0.0435,0,-29.73,1,0.0411,0.987,0.857,0.0786,0.0302,72.282
588,"Nocturnes, Op. 9",spotify:track:6ueTTzezzvpDXTYeusqNoB,happy,0.375,0.0134,10,-32.869,1,0.0377,0.979,0.901,0.0832,0.0778,126.496
589,Aboriginal Lullaby,spotify:track:7cYVvcT0wfBnFE6RDeFRIs,happy,0.278,0.00396,10,-29.115,1,0.0476,0.996,0.671,0.103,0.454,73.268
590,"Sonata for 2 Pianos in D Major, K.448/375a: III. Allegro molto",spotify:track:3AVs6Cwzs59T7wKowTnB51,happy,0.366,0.0603,2,-28.625,1,0.0359,0.992,0.933,0.0681,0.43,135.658
591,Three Jamaican Dances: No. 2,spotify:track:67HF6y5o1UhIFUGIOPzUK5,happy,0.458,0.0183,4,-29.244,1,0.0453,0.989,0.879,0.074,0.219,117.004
592,"Dawn - From ""Pride & Prejudice"" Soundtrack",spotify:track:2k2MprlqkmDMKKOOWGREzW,happy,0.332,0.0525,0,-24.1,1,0.0388,0.991,0.891,0.0683,0.097,78.853
593,"Divertimento in F Major, K.138: II. Andante",spotify:track:5pqCx7ufXLyQCOR8I5gJR5,happy,0.182,0.0892,0,-17.212,1,0.0411,0.897,0.505,0.272,0.0758,95.509
594,"Concerto Flute and Orchestra No. 2 in D Major, K. 314: III. Rondeau - Allegro",spotify:track:70Lt426paZfOQumap9AN1v,happy,0.436,0.0779,2,-24.618,1,0.0492,0.98,0.892,0.0972,0.518,124.956
595,The Seal Lullaby (Arr. Parkin),spotify:track:3jUGfTl7C4fWfImfKMbUoR,happy,0.149,0.0452,1,-24.162,1,0.046,0.988,0.679,0.121,0.105,80.529
596,River Flows In You,spotify:track:13NC44aS3d0EFF58oVQ8T7,happy,0.32,0.242,9,-19.773,1,0.0498,0.987,0.949,0.0924,0.115,145.722
597,The Girl with the Flaxen Hair,spotify:track:40jTwi0A7djTFe01Di61Ux,happy,0.106,0.0533,7,-26.613,1,0.0481,0.943,0.829,0.1,0.0467,82.857
598,"Kinderszenen, Op. 15: No. 1, Von fremden Ländern und Menschen",spotify:track:4vi9pBR7yJhBzGaNu0k1gj,happy,0.374,0.00526,7,-35.546,1,0.0533,0.996,0.912,0.0735,0.386,69.813
599,"2 Arabesques, L. 66: No. 1 in E Major",spotify:track:1btSclzWM6mSKy0pFACPCZ,happy,0.294,0.0171,4,-32.377,1,0.038,0.99,0.91,0.0854,0.0639,137.906
600,"Salut d'amour, Op. 12",spotify:track:4sD0zdU3FKABM6K3mUsYiT,happy,0.0706,0.104,2,-24.39,1,0.0513,0.969,0.857,0.0837,0.0484,74.52
601,"Capriccio brillant, Op. 22: Andante",spotify:track:4UigTQ0R9RUULtmffx1aTw,happy,0.213,0.0052,11,-30.462,1,0.0419,0.991,0.967,0.0837,0.0387,76.199
602,"Nocturne No.1 in E Flat Major, H.24",spotify:track:2BoGqeQPudKngGagsPjSJW,happy,0.321,0.0272,3,-25.066,1,0.037,0.993,0.919,0.0947,0.0632,74.69
603,Lágrima,spotify:track:1aMeBqrCnPf1CzRXlKyNFs,happy,0.49,0.0211,4,-27.365,1,0.0586,0.991,0.923,0.1,0.468,65.339
604,Tomorrow's Song,spotify:track:5OLv8P0JSaXFB95rw5saRv,happy,0.438,0.0127,5,-36.218,1,0.0725,0.983,0.936,0.0809,0.173,133.299
605,"Siciliano (After ""Erbarme dich"" from Matthäus-Passion, BWV 244, No. 39)",spotify:track:5nFCdayR5pAEVvQw7ZAIuQ,happy,0.296,0.0644,7,-22.715,0,0.0405,0.994,0.879,0.0748,0.354,79.031
606,"Holberg Suite, Op. 40: 2. Sarabande (Andante)",spotify:track:4SXNho7ARXRuvxEIXa4uJ0,happy,0.089,0.0248,7,-24.724,1,0.0437,0.939,0.744,0.132,0.0457,86.249
607,"From the Bohemian Forest, Op. 68, B. 133: V. Silent Woods (Lento e molto cantabile)",spotify:track:4w79DfwX6shfzRm4SSYfT2,happy,0.356,0.0194,6,-27.612,1,0.0373,0.992,0.913,0.184,0.0391,99.083
608,Bruyères - Home Session,spotify:track:2eSVQH8lwcrUBs7dpEj7p7,happy,0.3,0.0405,8,-31.023,1,0.0449,0.992,0.948,0.138,0.233,63.821
609,"6 Consolations, S. 172: No. 3 In D Flat Major (Lento, placido)",spotify:track:1L4NadMj3Jj7YgGaikyhfr,happy,0.368,0.00363,1,-36.759,1,0.035,0.993,0.922,0.137,0.085,69.363
610,"Bach, JS: Violin Sonata No. 2 in A Minor, BWV 1003: III. Andante",spotify:track:1h3wmPM8L2ChzECp9iATFT,happy,0.188,0.0164,0,-23.727,1,0.0675,0.994,0.0013,0.0655,0.249,71.42
611,Prelude in D Major,spotify:track:70NHiBxliokbkhEOoKF23H,happy,0.244,0.0526,9,-21.415,1,0.0397,0.933,0.85,0.108,0.0391,74.367
612,Canción de Cuna,spotify:track:3RgMQEnSHXSOun38D84vu7,happy,0.389,0.0238,2,-29.695,1,0.0424,0.992,0.935,0.119,0.0946,72.957
613,Hard Time,spotify:track:0wqurhSsCxrhRBWC434Sjg,happy,0.528,0.661,0,-6.794,0,0.047,0.0245,0.000332,0.359,0.297,192.09
614,River,spotify:track:606HVBE1aPA81oGg5JMa4M,happy,0.728,0.49,2,-6.535,0,0.0481,0.301,2.8e-06,0.0707,0.55,62.514
615,Glitter & Gold,spotify:track:1aJtyIMev4kW8IMUxOjn1Y,happy,0.487,0.626,1,-5.087,1,0.0383,0.345,0,0.197,0.352,170.002
616,LUCKY PENNY,spotify:track:4qHSciBVrNNpUlI8TT9CHQ,happy,0.698,0.736,2,-5.525,1,0.0481,0.0664,2.16e-05,0.119,0.822,127.979
617,Beat The Devil's Tattoo,spotify:track:466LASOuTbWDkrwZ3Ylxvv,happy,0.521,0.921,4,-2.744,1,0.0382,0.42,0.0207,0.175,0.707,96.51
618,Horns,spotify:track:4XaButfzRGK9aK8NN28Ie0,happy,0.49,0.753,6,-5.41,1,0.239,0.081,2.74e-06,0.268,0.325,156.241
619,Fistfight,spotify:track:19CIjQnMXx2VptcuTv1CNS,happy,0.697,0.558,2,-7.085,0,0.041,0.264,0,0.154,0.604,113.189
620,The Way I Do,spotify:track:60DjyiAXyLzZpDjdOWFQEc,happy,0.325,0.607,4,-4.824,0,0.0787,0.0592,1.18e-05,0.215,0.132,162.421
621,Fire,spotify:track:3twEx52dboO1CqWu5x1i2h,happy,0.553,0.635,10,-6.06,0,0.0294,0.208,0.000672,0.076,0.45,108.38
622,You Worry Me,spotify:track:0gqxf8wrEkewjmZB7OT4mL,happy,0.665,0.639,2,-7.747,1,0.0276,0.121,0.327,0.0952,0.642,100.082
623,Blood on Your Knees,spotify:track:3x6QbnhKGxweFWdqDl8289,happy,0.395,0.82,2,-3.256,1,0.0454,0.0201,0,0.0744,0.451,83.435
624,Keep It Close,spotify:track:6Mxb9ZguHzhND7GiTkWJiu,happy,0.41,0.684,11,-5.391,1,0.032,0.0394,0.00112,0.137,0.636,80.137
625,Dreamcatchers,spotify:track:7uXwbnpGfGRwlB7CWeC6Aw,happy,0.502,0.553,0,-8.009,1,0.0322,0.143,0.168,0.198,0.568,78.942
626,Rage and Romance,spotify:track:0ytikc2Iq4n8DMKhPC0wta,happy,0.522,0.782,4,-6.171,0,0.0372,0.00899,0,0.764,0.584,90.041
627,Angel of Small Death and the Codeine Scene - Live From Spotify London,spotify:track:59o2b2BGgziNyPx9f3xnhA,happy,0.594,0.2,6,-10.472,0,0.0622,0.928,0,0.673,0.415,92.821
628,Take The Journey,spotify:track:3cGblMVSNAG6UgIsro3kQ0,happy,0.569,0.675,0,-8.012,0,0.0349,0.115,0.000965,0.236,0.384,121.705
629,Power Over Me,spotify:track:7iM7Zkf3uFQWE4IbjwYoN0,happy,0.42,0.843,9,-4.231,0,0.121,0.0519,0,0.106,0.491,173.827
630,99 Problems,spotify:track:7hN5TKSdRb56uytwIpcUES,happy,0.529,0.557,9,-7.762,1,0.0738,0.0357,3.93e-05,0.0734,0.592,162.599
631,Way down We Go,spotify:track:7aUuoq4oMfLxaLa5GVUDHi,happy,0.59,0.578,10,-5.798,0,0.0528,0.612,0.000162,0.0837,0.264,81.663
632,No Sugar in My Coffee,spotify:track:3pUcZ8QeYKlf9f2viDDcDs,happy,0.697,0.651,8,-5.212,1,0.111,0.581,3.72e-06,0.12,0.39,84.983
633,Ain't No Rest for the Wicked,spotify:track:3kb72STxc2959ZqsTwu52i,happy,0.634,0.849,0,-7.075,1,0.105,0.0438,0,0.363,0.919,156.004
634,Howlin' for You,spotify:track:0grFc6klR3hxoHLcgCYsF4,happy,0.705,0.735,11,-6.646,1,0.0931,0.028,0.0783,0.112,0.448,132.627
635,God's Gonna Cut You Down,spotify:track:6RFkVsPmrM4pzlDkFswwJl,happy,0.617,0.485,5,-8.227,0,0.115,0.868,3.44e-05,0.115,0.845,82.228
636,Legend,spotify:track:0OToXGn66H9YBHxOJgZsR5,happy,0.607,0.739,2,-3.212,1,0.0277,0.0146,6.99e-05,0.0694,0.472,82.001
637,Troublemaker,spotify:track:1XDLcR3ykWZx7p0UmMoLKp,happy,0.555,0.927,0,-4.167,0,0.0708,0.00155,0.0288,0.209,0.848,156.031
638,Beside Myself,spotify:track:4qVLEVLK2bbNHBKBuE8JZ3,happy,0.673,0.685,9,-6.212,0,0.0591,0.0173,1.57e-06,0.299,0.52,124.048
639,All On My Mind,spotify:track:5GRPAVCMwnUNvIOKzDYYSb,happy,0.584,0.788,0,-4.162,0,0.0691,0.252,7.59e-06,0.0654,0.364,138.102
640,Seven Nation Army,spotify:track:7i6r9KotUPQg3ozKKgEPIN,happy,0.726,0.463,0,-7.828,1,0.0799,0.00817,0.447,0.255,0.321,123.881
641,Indestructible,spotify:track:3vCj0QDwcJBJoCteRG1kfh,happy,0.672,0.596,2,-6.323,0,0.0352,0.0409,1.46e-06,0.0762,0.789,175.924
642,Garden Dove,spotify:track:1izpe7cGpYSLWFoQsgjIqz,happy,0.584,0.543,4,-5.391,1,0.0277,0.27,0.000169,0.0589,0.71,169.11
643,Boy Got It Bad (Live with the Charleston City Choir),spotify:track:2tu4dVYXtD9D0hUMEHidp9,happy,0.695,0.481,4,-9.587,0,0.0895,0.92,0,0.212,0.24,79.977
644,Bad Things,spotify:track:6FR7CxgunBBN1jYJxsX8uZ,happy,0.318,0.586,2,-7.606,0,0.0375,0.383,0,0.145,0.211,80.806
645,GREAT NIGHT (feat. Shovels & Rope),spotify:track:53xIMpFKswj3mqbPuiFJC0,happy,0.453,0.914,1,-3.445,1,0.0825,0.0018,0,0.349,0.504,129.841
646,Arsonist's Lullabye,spotify:track:1UWhx0pFZccP4jdCIZsj7U,happy,0.463,0.373,6,-10.666,0,0.0362,0.673,0.0745,0.118,0.184,64.831
647,Raise Hell,spotify:track:02Msss3kY3GSGgeY8oUGMF,happy,0.542,0.682,6,-6.285,1,0.0284,0.0247,0,0.489,0.758,79.978
648,Snake Song,spotify:track:75bNIPy58AL7MYYp8cnj4A,happy,0.58,0.519,1,-12.858,1,0.0372,0.546,0.867,0.0959,0.0384,97.314
649,No Good,spotify:track:5Xx8krVxg1pRy6CXieB7FS,happy,0.378,0.925,9,-3.781,1,0.185,0.0234,0.00062,0.18,0.584,108.525
650,"Heartbroken, in Disrepair",spotify:track:2Bcu8cmU7qYu3qXLowHQie,happy,0.6,0.9,5,-8.434,0,0.0457,0.00925,0.293,0.269,0.918,77.728
651,Jungle,spotify:track:3xgK660fsZH7ZDcOMfIdfB,happy,0.389,0.748,2,-4.461,1,0.0805,0.000821,0.00058,0.358,0.216,78.056
652,Tell That Devil,spotify:track:4wU4XL8nX0we6MXgmFAmnh,happy,0.579,0.76,2,-3.657,1,0.0627,0.198,0,0.125,0.497,93.992
653,White Lines,spotify:track:0fFdsRPjTfioDfWyD3JtFD,happy,0.512,0.808,2,-5.214,1,0.0774,0.0115,0,0.102,0.579,142.005
654,Sleeping on the Blacktop,spotify:track:3Ozx6IrGdoQyAworJzvBDE,happy,0.567,0.311,2,-14.464,0,0.0455,0.822,0.23,0.11,0.478,83.11
655,Uh Huh,spotify:track:3ZAJJoHHCVGLIoScl26Hf4,happy,0.584,0.81,11,-3.092,1,0.0406,0.0188,0,0.313,0.57,119.859
656,Wrap Me Up,spotify:track:3IzbjCOjEFWTVADQb7Ws1p,happy,0.584,0.76,11,-4.425,0,0.0567,0.179,4.34e-05,0.104,0.694,131.952
657,Right Time,spotify:track:33bIBZTNim7ZxKrhEAXYyu,happy,0.562,0.639,8,-8.188,1,0.03,0.0785,0.00142,0.35,0.514,107.86
658,I Own You,spotify:track:6fU7uvo8bvdfWz2ABDEDCO,happy,0.536,0.701,2,-6.114,0,0.0334,0.156,3.37e-05,0.0714,0.341,141.935
659,Freak,spotify:track:4bpQw1KcBa97RYucJaHvNz,happy,0.63,0.45,2,-6.593,0,0.051,0.073,0.0273,0.117,0.528,170.047
660,Movement,spotify:track:1djzKW3eYLyzjjHXazEWWh,happy,0.381,0.502,1,-5.505,0,0.0368,0.16,6.98e-05,0.0842,0.147,144.3
661,Black Sun,spotify:track:63UtBlg0KZZYueVi6r8DQp,happy,0.576,0.485,6,-7.335,0,0.0383,0.175,0.000617,0.0994,0.359,93.716
662,What Kind Of Man,spotify:track:1w9ta1CvXlJPRXh6Py2Mto,happy,0.313,0.635,11,-4.676,0,0.0431,0.0229,0,0.129,0.224,114.776
663,Wicked Ones,spotify:track:6gYdBoY62Za89ripQXMDXZ,happy,0.587,0.635,5,-5.47,1,0.0377,0.0353,0,0.331,0.591,96.519
664,Old Black Magic,spotify:track:5lbgaOjchF4QZLdh2gw2Wl,happy,0.344,0.821,0,-6.377,1,0.0321,0.0164,0.000468,0.131,0.761,205.418
665,We Made It,spotify:track:7oMfprCkncaMYeT88o9FVR,happy,0.724,0.746,2,-7.785,1,0.0292,0.0223,0.0346,0.292,0.819,107.203
666,Low Lays the Devil,spotify:track:65ZyD8JcEDubHxsfxOVb2K,happy,0.518,0.729,4,-5.231,0,0.11,0.0897,0.463,0.117,0.68,99.952
667,Plastic Hamburgers,spotify:track:6Cj9HRikVFdgx2YJADIvcG,happy,0.634,0.779,9,-6.607,1,0.0361,0.0255,0.00103,0.342,0.562,82.003
668,Retrograde,spotify:track:17KeHeGWyRNkbGnZxGBPl7,happy,0.459,0.823,8,-4.128,1,0.0487,0.019,0,0.109,0.704,90.007
669,NFWMB,spotify:track:2iQYqdalv245vrCEM4W9N9,happy,0.379,0.373,3,-12.176,0,0.0309,0.895,0.0718,0.115,0.352,176.002
670,Everybody Walkin' This Land,spotify:track:54uKUgwc6BkXRIs3YWDAhb,happy,0.705,0.424,7,-8.459,1,0.0412,0.842,0.00501,0.204,0.357,96.056
671,Different Kind Of Love,spotify:track:69AKDlGXDAIrxHX9dzIPTi,happy,0.572,0.879,11,-5.162,0,0.07,0.227,0.0714,0.0738,0.735,124.071
672,Down to the River,spotify:track:0tVw6rUAUI0w01PN9FQeyD,happy,0.461,0.695,6,-6.918,1,0.0601,0.162,4.3e-05,0.121,0.771,152.249
673,Get Right Church,spotify:track:5qX4r5vT9bY8xMsiKuZhQn,happy,0.481,0.888,1,-4.986,1,0.0534,0.0146,0.00449,0.0972,0.593,105.781
674,Come with Me Now,spotify:track:2kWowW0k4oFymhkr7LmvzO,happy,0.654,0.726,10,-3.803,0,0.0401,0.0311,6.35e-05,0.0618,0.728,103.987
675,Grave Digger,spotify:track:6UWmNaS12bUJzFBuQB6e7j,happy,0.556,0.436,6,-8.146,0,0.0695,0.0348,0,0.113,0.372,139.624
676,Be,spotify:track:7hfi4ZTfV7akmGINh6qYCF,happy,0.227,0.798,4,-3.901,0,0.0381,0.00262,2.95e-05,0.15,0.174,94.533
677,Ain't No Angel,spotify:track:6ATkdQDvgPt8W06XPjcB8Z,happy,0.545,0.776,0,-2.005,1,0.0439,0.281,0.00027,0.195,0.603,76.051
678,Stomp,spotify:track:0eImrDDpQTEuHF0NBqmrei,happy,0.742,0.455,7,-13.778,1,0.0524,0.1,0,0.213,0.401,120.037
679,Never Meant to Be,spotify:track:3NHyQ388Ac1VieCVVBFJOU,happy,0.476,0.849,7,-5.031,0,0.0499,0.00917,0,0.0952,0.439,123.23
680,Before I Knew What Love Was,spotify:track:0swq2XxTcYZWbwz24AU8kI,happy,0.243,0.851,4,-3.516,1,0.0624,0.182,0.0176,0.294,0.327,163.972
681,The Prowl,spotify:track:6KmSpuVSuYBvut7zb1e0ys,happy,0.384,0.755,8,-5.812,1,0.0537,0.206,0.0266,0.663,0.595,85.358
682,Violent Shiver,spotify:track:7z8dxDUJs8G4xRZaVMrz9B,happy,0.278,0.969,1,-5.866,1,0.14,0.0223,0.143,0.0748,0.249,164.851
683,Jesus Blues,spotify:track:74Rla5TawWSsHc9MvGkZXI,happy,0.467,0.83,8,-8.289,1,0.0486,0.00638,0.136,0.169,0.406,121.746
684,I Feel Love (Every Million Miles),spotify:track:5gLr6cmDqa1FI4qhb7sUsw,happy,0.404,0.919,4,-6.76,1,0.139,0.0091,0,0.0932,0.207,93.92
685,Smoke Rising,spotify:track:54d6U1U3Y74mDmJJECZNNQ,happy,0.572,0.735,9,-6.042,1,0.0266,0.00183,0.782,0.0765,0.599,135.173
686,Troublemaker Doppelgänger,spotify:track:2BzYdX5VGhnPowrqorZRk7,happy,0.47,0.752,3,-5.356,1,0.0456,0.0152,0.279,0.144,0.413,155.903
687,Good Evening,spotify:track:398QU045BgD0nsMgxedVCG,happy,0.527,0.606,5,-6.799,1,0.0305,0.0134,0.00029,0.418,0.267,105.509
688,Midnight Hour,spotify:track:4qkRbAJLkfwFGlwfRc1Emx,happy,0.304,0.42,0,-9.251,0,0.0302,0.00453,0.0248,0.0905,0.316,172.01
689,Trouble Finds You,spotify:track:1gwDIyATjLVi42oBsyUgyJ,happy,0.496,0.761,1,-5.651,0,0.0337,0.000297,1.66e-06,0.302,0.355,94.972
690,Want,spotify:track:7BVRDaghQHyDqtRdjdMTsu,happy,0.691,0.838,5,-4.435,1,0.0671,0.0282,1.51e-05,0.0918,0.789,148.039
691,I Know,spotify:track:0HeNDXMTdBDS9eWQkhENJ2,happy,0.545,0.908,0,-6.548,1,0.0512,0.115,0,0.0877,0.391,120.155
692,You Rascal You,spotify:track:7FVTNovDkiTUeqqYZDc7Mq,happy,0.506,0.669,0,-7.976,1,0.347,0.447,2.43e-06,0.087,0.531,169.962
693,Rocky,spotify:track:7gM0JRYTtThuGj7akmaEVE,happy,0.528,0.879,0,-5.934,1,0.0368,0.0611,0.000952,0.112,0.497,89.557
694,Leadfoot,spotify:track:2JiVNVjC8W02EZ9Nmp4rNP,happy,0.345,0.852,11,-4.245,1,0.0499,0.00016,0.0165,0.157,0.396,137.089
695,Oh No,spotify:track:51EhqjwJH9AmtnQhxVGv1F,happy,0.259,0.978,8,-3.842,1,0.22,0.000477,0.000314,0.268,0.266,132.97
696,Electric Bones,spotify:track:0d909fyTumkG4JgC7kxTCm,happy,0.592,0.879,1,-4.365,1,0.0481,0.000911,0.00288,0.902,0.671,94.958
697,My Babe,spotify:track:30jQJuhVI8riaN1K3TEwFA,happy,0.621,0.79,4,-4.464,1,0.0884,0.115,1.32e-05,0.321,0.947,172.102
